area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
quebec,48.1023356,-77.7875715,2015,1,No identified sources,Interspecific variation in resistance of two host tree species to spruce budworm.pdf,
"ontario, canada",48.477473,-81.330414,1963,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1964,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1965,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1966,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1967,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1968,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1969,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1970,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1971,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1972,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1973,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1974,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1975,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1976,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1977,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1978,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1979,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1980,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1981,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1982,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1983,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1984,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1985,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1986,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1987,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1988,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1989,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1990,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1991,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1992,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
"ontario, canada",48.477473,-81.330414,1993,1,aerial defoliation survey,Lagged cumulative spruce budworm defoliation affects the risk of fire ignition in Ontario_ Canada.pdf,
