area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
vancouver forest region,49.2608724,-123.113952,1970,1,aerial defoliation survey,1907.pdf,
vancouver forest region,49.2608724,-123.113952,1971,1,aerial defoliation survey,1907.pdf,
vancouver forest region,49.2608724,-123.113952,1972,1,aerial defoliation survey,1907.pdf,
vancouver forest region,49.2608724,-123.113952,1973,1,aerial defoliation survey,1907.pdf,
vancouver forest region,49.2608724,-123.113952,1974,1,aerial defoliation survey,1907.pdf,
vancouver forest region,49.2608724,-123.113952,1975,1,aerial defoliation survey,1907.pdf,
vancouver forest region,49.2608724,-123.113952,1976,1,aerial defoliation survey,1907.pdf,
vancouver forest region,49.2608724,-123.113952,1977,1,aerial defoliation survey,1907.pdf,
vancouver forest region,49.2608724,-123.113952,1978,1,aerial defoliation survey,1907.pdf,
vancouver forest region,49.2608724,-123.113952,1978,1,aerial defoliation survey,1907.pdf,
"vancouver mainland section, southeastern part",49.2608724,-123.113952,1978,0,aerial defoliation survey,1907.pdf,
"babine lake, british columbia, canada",54.8802362,-126.17749070636964,1956,1,survey from insect laboratory,20855.pdf,
"babine lake, british columbia, canada",54.8802362,-126.17749070636964,1957,1,survey from insect laboratory,20855.pdf,
quebec,48.1023356,-77.7875715,1965,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1966,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1967,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1968,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1969,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1970,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1971,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1972,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1973,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1974,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1975,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1976,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1977,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1978,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1979,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1980,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1981,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1982,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1983,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1984,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1985,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1986,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1987,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1988,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1989,1,aerial defoliation survey,21341.pdf,
quebec,48.1023356,-77.7875715,1990,1,aerial defoliation survey,21341.pdf,
babine lake in west-central british columbia,54.8802362,-126.17749070636964,1954,1,personal communication with the department of lands and forest representative,23913.pdf,
babine lake in west-central british columbia,54.8802362,-126.17749070636964,1958,1,personal communication with the department of lands and forest representative,23913.pdf,
babine lake in west-central british columbia,54.8802362,-126.17749070636964,1960,1,personal communication with the department of lands and forest representative,23913.pdf,
"babine lake, british columbia",54.8802362,-126.17749070636964,1954,1,No identified sources,23976.pdf,
"babine lake, british columbia",54.8802362,-126.17749070636964,1955,1,No identified sources,23976.pdf,
"babine lake, british columbia",54.8802362,-126.17749070636964,1956,1,No identified sources,23976.pdf,
"babine lake, british columbia",54.8802362,-126.17749070636964,1957,1,No identified sources,23976.pdf,
"babine lake, british columbia",54.8802362,-126.17749070636964,1958,1,No identified sources,23976.pdf,
"babine lake, british columbia",54.8802362,-126.17749070636964,1959,1,No identified sources,23976.pdf,
"babine lake, british columbia",54.8802362,-126.17749070636964,1960,1,No identified sources,23976.pdf,
"babine lake, british columbia",54.8802362,-126.17749070636964,1961,1,No identified sources,23976.pdf,
"babine lake, british columbia",54.8802362,-126.17749070636964,1962,1,No identified sources,23976.pdf,
black sturgeon lake,54.0245941,-89.1618188,1983,1,dendrochronological samples from tree cores | survey from insect laboratory,24987.pdf,
black sturgeon lake,54.0245941,-89.1618188,1984,1,dendrochronological samples from tree cores | survey from insect laboratory,24987.pdf,
black sturgeon lake,54.0245941,-89.1618188,1985,1,dendrochronological samples from tree cores | survey from insect laboratory,24987.pdf,
black sturgeon lake,54.0245941,-89.1618188,1986,1,dendrochronological samples from tree cores | survey from insect laboratory,24987.pdf,
black sturgeon lake,54.0245941,-89.1618188,1987,1,dendrochronological samples from tree cores | survey from insect laboratory,24987.pdf,
black sturgeon lake,54.0245941,-89.1618188,1988,1,dendrochronological samples from tree cores | survey from insect laboratory,24987.pdf,
