area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"amherst, ns",45.8286903,-64.2040548,1978,1,aerial defoliation survey | pheromone traps,Sampling procedures and adult sex ratios in spruce budworm.pdf,
"dunphy, nb",45.973689050000004,-66.71257234000765,1987,1,aerial defoliation survey | pheromone traps,Sampling procedures and adult sex ratios in spruce budworm.pdf,
"fredericton, nb",45.9348018,-66.65564360948193,1976,1,aerial defoliation survey | pheromone traps,Sampling procedures and adult sex ratios in spruce budworm.pdf,
"fredericton, nb",45.9348018,-66.65564360948193,1977,1,aerial defoliation survey | pheromone traps,Sampling procedures and adult sex ratios in spruce budworm.pdf,
"fredericton, nb",45.9348018,-66.65564360948193,1985,1,aerial defoliation survey | pheromone traps,Sampling procedures and adult sex ratios in spruce budworm.pdf,
"fredericton, nb",45.9348018,-66.65564360948193,1986,1,aerial defoliation survey | pheromone traps,Sampling procedures and adult sex ratios in spruce budworm.pdf,
"fredericton, nb",45.9348018,-66.65564360948193,1987,1,aerial defoliation survey | pheromone traps,Sampling procedures and adult sex ratios in spruce budworm.pdf,
"saint-quentin, nb",47.5129555,-67.3906756,1977,1,aerial defoliation survey | pheromone traps,Sampling procedures and adult sex ratios in spruce budworm.pdf,
"saint-quentin, nb",47.5129555,-67.3906756,1978,1,aerial defoliation survey | pheromone traps,Sampling procedures and adult sex ratios in spruce budworm.pdf,
laurentide park region of quebec,46.6786221,-73.9176803,1964,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1945,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1946,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1947,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1948,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1949,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1950,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1951,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1952,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1953,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1954,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1955,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1956,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"vermillion river observation area, near the junction of creek gagnon and the vermillion river, 15 miles west of the consolidated paper corporation straw hat depot and 90 miles northwest of trois-rivbres",42.7795273,-96.929101,1957,1,No identified sources,Selection of new more potent strains of Bacillus thuringiensis for use against gypsy moth and spruce budworm.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2006,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2007,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2008,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2009,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2010,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2011,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2012,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2013,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2014,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
"côte nord region of quebec, canada",50.2109579,-66.3790642,2015,1,No identified sources,Simulation and analysis of the effect of a spruce budworm outbreak on carbon dynamics in boreal forests of Québec.pdf,
