area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"saguenay-lac-saint-jean region, quebec, canada",48.405959,-71.069183,1970,1,dendrochronological samples from tree cores,Does a spruce budworm outbreak affect the growth response of black spruce to a subsequent thinning_.pdf,
"west hill, ontario, canada",49.809661,-88.4811791,1954,1,No identified sources,Does climate affect host-plant quality_ Annual variation in the quality of balsam fir as food for spruce budworm.pdf,
"west hill, ontario, canada",49.809661,-88.4811791,1956,1,No identified sources,Does climate affect host-plant quality_ Annual variation in the quality of balsam fir as food for spruce budworm.pdf,
"west hill, ontario, canada",49.809661,-88.4811791,1958,1,No identified sources,Does climate affect host-plant quality_ Annual variation in the quality of balsam fir as food for spruce budworm.pdf,
"armagh, quebec, canada",46.744566,-70.587158,1984,1,dendrochronological samples from tree cores | aerial defoliation survey | survey from insect laboratory,Ecological mechanisms of population change during outbreaks of the spruce budworm.pdf,
"armagh, quebec, canada",46.744566,-70.587158,1985,1,dendrochronological samples from tree cores | aerial defoliation survey | survey from insect laboratory,Ecological mechanisms of population change during outbreaks of the spruce budworm.pdf,
"armagh, quebec, canada",46.744566,-70.587158,1985,1,dendrochronological samples from tree cores | aerial defoliation survey | survey from insect laboratory,Ecological mechanisms of population change during outbreaks of the spruce budworm.pdf,
"armagh, quebec, canada",46.744566,-70.587158,1986,1,dendrochronological samples from tree cores | aerial defoliation survey | survey from insect laboratory,Ecological mechanisms of population change during outbreaks of the spruce budworm.pdf,
"black sturgeon lake, ontario, canada",54.0245941,-89.1618188,1983,1,dendrochronological samples from tree cores | aerial defoliation survey | survey from insect laboratory,Ecological mechanisms of population change during outbreaks of the spruce budworm.pdf,
"black sturgeon lake, ontario, canada",54.0245941,-89.1618188,1984,1,dendrochronological samples from tree cores | aerial defoliation survey | survey from insect laboratory,Ecological mechanisms of population change during outbreaks of the spruce budworm.pdf,
"black sturgeon lake, ontario, canada",54.0245941,-89.1618188,1984,1,dendrochronological samples from tree cores | aerial defoliation survey | survey from insect laboratory,Ecological mechanisms of population change during outbreaks of the spruce budworm.pdf,
"black sturgeon lake, ontario, canada",54.0245941,-89.1618188,1985,1,dendrochronological samples from tree cores | aerial defoliation survey | survey from insect laboratory,Ecological mechanisms of population change during outbreaks of the spruce budworm.pdf,
"black sturgeon lake, ontario, canada",54.0245941,-89.1618188,1985,1,dendrochronological samples from tree cores | aerial defoliation survey | survey from insect laboratory,Ecological mechanisms of population change during outbreaks of the spruce budworm.pdf,
