area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"laurentide park, quebec",46.889058,-71.835136,1704,1,dendrochronological samples from tree cores,Blais 1965 outbreaks in Quebec.pdf,11
"laurentide park, quebec",46.889058,-71.835136,1748,1,dendrochronological samples from tree cores,Blais 1965 outbreaks in Quebec.pdf,11
"laurentide park, quebec",46.889058,-71.835136,1808,1,dendrochronological samples from tree cores,Blais 1965 outbreaks in Quebec.pdf,11
"laurentide park, quebec",46.889058,-71.835136,1834,1,dendrochronological samples from tree cores,Blais 1965 outbreaks in Quebec.pdf,11
"laurentide park, quebec",46.889058,-71.835136,1910,1,dendrochronological samples from tree cores,Blais 1965 outbreaks in Quebec.pdf,11
"laurentide park, quebec",46.889058,-71.835136,1947,1,dendrochronological samples from tree cores,Blais 1965 outbreaks in Quebec.pdf,11
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1710,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1711,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1712,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1713,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1714,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1715,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1716,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1754,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1755,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1756,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1757,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1758,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1759,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1811,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1812,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1813,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1835,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1836,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1837,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1838,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1839,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1840,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1841,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1868,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1869,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1870,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1871,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1872,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1873,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1874,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1875,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1876,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1877,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"chicoutimi cathedral, chicoutimi, quebec, canada",48.405959,-71.069183,1878,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1868,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1869,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1870,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1871,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1872,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1873,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1874,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1875,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1876,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1877,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"notre-dame church, laterriłre, quebec, canada",48.405959,-71.069183,1878,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"sacrø-coeur church, chicoutimi, quebec, canada",48.405959,-71.069183,1754,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"sacrø-coeur church, chicoutimi, quebec, canada",48.405959,-71.069183,1755,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"sacrø-coeur church, chicoutimi, quebec, canada",48.405959,-71.069183,1756,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"sacrø-coeur church, chicoutimi, quebec, canada",48.405959,-71.069183,1757,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"sacrø-coeur church, chicoutimi, quebec, canada",48.405959,-71.069183,1758,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"sacrø-coeur church, chicoutimi, quebec, canada",48.405959,-71.069183,1759,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"sacrø-coeur church, chicoutimi, quebec, canada",48.405959,-71.069183,1835,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
"sacrø-coeur church, chicoutimi, quebec, canada",48.405959,-71.069183,1836,1,dendrochronological samples from historical buildings,Krause 1997 tree rings & budworm outbreaks.pdf,12
