area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"eastern quebec, canada",54.8005133,-66.820626,1880,1,aerial defoliation survey | dendrochronological samples from tree cores,Spatiotemporal variability in tree and stand mortality caused by spruce budworm outbreaks in eastern Quebec.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1915,1,aerial defoliation survey | dendrochronological samples from tree cores,Spatiotemporal variability in tree and stand mortality caused by spruce budworm outbreaks in eastern Quebec.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1950,1,aerial defoliation survey | dendrochronological samples from tree cores,Spatiotemporal variability in tree and stand mortality caused by spruce budworm outbreaks in eastern Quebec.pdf,
"southern part of eastern quebec, canada",48.450155,-68.529968,1980,1,aerial defoliation survey | dendrochronological samples from tree cores,Spatiotemporal variability in tree and stand mortality caused by spruce budworm outbreaks in eastern Quebec.pdf,
eastern canada,46.8137431,-71.2084061,2005,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2006,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2007,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2008,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2009,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2010,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2011,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2012,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2012,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2013,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2014,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,2015,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1915,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1916,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1917,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1918,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1919,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1920,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1921,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1922,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1923,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1924,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1925,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1926,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1927,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1928,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1929,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1946,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1947,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1948,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1949,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1950,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1951,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1952,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1953,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1954,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1955,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1956,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1957,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1958,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1959,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1974,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1975,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1976,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1977,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1978,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1979,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1980,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1981,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1982,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1983,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1984,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1985,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1986,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1987,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
"quebec, canada",48.1023356,-77.7875715,1988,1,dendrochronological samples from tree cores,Spectral characteristics of tree components of balsam fir and spruce damaged by spruce budworm.pdf,
eastern canada,46.8137431,-71.2084061,1975,1,pheromone traps,Spruce budworm and management effects on forest and wood product carbon for an intensively managed forest.pdf,
eastern canada,46.8137431,-71.2084061,1910,1,aerial defoliation survey,Spruce budworm decision support system_ lessons learned in development and implementation.pdf,
eastern canada,46.8137431,-71.2084061,1940,1,aerial defoliation survey,Spruce budworm decision support system_ lessons learned in development and implementation.pdf,
eastern canada,46.8137431,-71.2084061,1970,1,aerial defoliation survey,Spruce budworm decision support system_ lessons learned in development and implementation.pdf,
"new brunswick, canada",47.032695,-65.494995,1996,1,aerial defoliation survey,Spruce budworm decision support system_ lessons learned in development and implementation.pdf,
"new brunswick, canada",47.032695,-65.494995,1997,1,aerial defoliation survey,Spruce budworm decision support system_ lessons learned in development and implementation.pdf,
"new brunswick, canada",47.032695,-65.494995,1998,1,aerial defoliation survey,Spruce budworm decision support system_ lessons learned in development and implementation.pdf,
"new brunswick, canada",47.032695,-65.494995,1999,1,aerial defoliation survey,Spruce budworm decision support system_ lessons learned in development and implementation.pdf,
"cape breton highlands, ns, canada",46.6919007,-60.3675452,1976,1,No identified sources,Spruce budworm defoliation and growth loss in young balsam fir_ relationships between volume growth and foliage weight in spaced and unspaced_ defoliated and__.pdf,
"cape breton highlands, ns, canada",46.6919007,-60.3675452,1977,1,No identified sources,Spruce budworm defoliation and growth loss in young balsam fir_ relationships between volume growth and foliage weight in spaced and unspaced_ defoliated and__.pdf,
"cape breton highlands, ns, canada",46.6919007,-60.3675452,1978,1,No identified sources,Spruce budworm defoliation and growth loss in young balsam fir_ relationships between volume growth and foliage weight in spaced and unspaced_ defoliated and__.pdf,
"cape breton highlands, ns, canada",46.6919007,-60.3675452,1979,1,No identified sources,Spruce budworm defoliation and growth loss in young balsam fir_ relationships between volume growth and foliage weight in spaced and unspaced_ defoliated and__.pdf,
"cape breton highlands, ns, canada",46.6919007,-60.3675452,1980,1,No identified sources,Spruce budworm defoliation and growth loss in young balsam fir_ relationships between volume growth and foliage weight in spaced and unspaced_ defoliated and__.pdf,
"cape breton highlands, ns, canada",46.6919007,-60.3675452,1981,1,No identified sources,Spruce budworm defoliation and growth loss in young balsam fir_ relationships between volume growth and foliage weight in spaced and unspaced_ defoliated and__.pdf,
