area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"cariboo forest district, british columbia, canada",52.9794279,-122.493627,1975,1,aerial defoliation survey | survey from insect laboratory,1652.pdf,
"west chilcotin, tyee lake, klinaklini river, cariboo lake, williams lake",52.1292657,-122.1397259,1975,1,aerial defoliation survey | survey from insect laboratory,1652.pdf,
"quebec city, quebec, canada",46.8137431,-71.2084061,1997,1,dendrochronological samples from tree cores | aerial defoliation survey,16753.pdf,
"quebec, canada",48.1023356,-77.7875715,1994,1,dendrochronological samples from tree cores | aerial defoliation survey,16753.pdf,
"quebec, canada",48.1023356,-77.7875715,1995,1,dendrochronological samples from tree cores | aerial defoliation survey,16753.pdf,
"quebec, canada",48.1023356,-77.7875715,1996,1,dendrochronological samples from tree cores | aerial defoliation survey,16753.pdf,
"quebec, canada",48.1023356,-77.7875715,1997,1,dendrochronological samples from tree cores | aerial defoliation survey,16753.pdf,
"fraser canyon-skagit river, vancouver mainland district, british columbia, canada",49.3799622,-121.44162,1976,1,aerial defoliation survey | survey from insect laboratory,1689.pdf,
"lillooet river valley northwest of pemberton, vancouver mainland district, british columbia, canada",50.3203804,-122.8080783,1976,1,aerial defoliation survey | survey from insect laboratory,1689.pdf,
"pemberton-fraser canyon areas, vancouver mainland district, british columbia, canada",50.3203804,-122.8080783,1976,1,aerial defoliation survey | survey from insect laboratory,1689.pdf,
"british columbia, canada",53.9128645,-122.7453699,1978,1,aerial defoliation survey,1803.pdf,
"british columbia, canada",53.9128645,-122.7453699,1978,1,aerial defoliation survey,1803.pdf,
