area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"east anderson and gilt creek regions of british columbia, canada",49.7239347,-121.2794135,1976,1,dendrochronological samples from tree cores | aerial defoliation survey,s00468-014-1091-1.pdf,
"east anderson and gilt creek regions of british columbia, canada",49.7239347,-121.2794135,1977,1,dendrochronological samples from tree cores | aerial defoliation survey,s00468-014-1091-1.pdf,
"east anderson and gilt creek regions of british columbia, canada",49.7239347,-121.2794135,1978,1,dendrochronological samples from tree cores | aerial defoliation survey,s00468-014-1091-1.pdf,
"east anderson and gilt creek regions of british columbia, canada",49.7239347,-121.2794135,1979,1,dendrochronological samples from tree cores | aerial defoliation survey,s00468-014-1091-1.pdf,
"east anderson and gilt creek regions of british columbia, canada",49.7239347,-121.2794135,1980,1,dendrochronological samples from tree cores | aerial defoliation survey,s00468-014-1091-1.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1974,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1975,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1976,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1977,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1978,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1979,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1980,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1981,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1982,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1983,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1984,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"jacques-cartier river valley, quebec city, quebec, canada",46.8137431,-71.2084061,1985,1,aerial defoliation survey | survey from insect laboratory,s10021-015-9897-2.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2006,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2007,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2008,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2009,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2010,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2011,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2012,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2013,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2014,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2015,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2016,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2017,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2018,1,No identified sources,s10021-019-00377-7.pdf,
"north shore region of quebec, canada",50.2109579,-66.3790642,2019,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1970,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1971,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1972,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1973,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1974,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1975,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1976,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1977,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1978,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1979,1,No identified sources,s10021-019-00377-7.pdf,
"study area corresponding to the managed boreal forest of quebec, canada",46.8137431,-71.2084061,1980,1,No identified sources,s10021-019-00377-7.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1967,1,No identified sources,s10340-014-0629-8.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1968,1,No identified sources,s10340-014-0629-8.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1969,1,No identified sources,s10340-014-0629-8.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1970,1,No identified sources,s10340-014-0629-8.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1971,1,No identified sources,s10340-014-0629-8.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1972,1,No identified sources,s10340-014-0629-8.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1973,1,No identified sources,s10340-014-0629-8.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1974,1,No identified sources,s10340-014-0629-8.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1975,1,No identified sources,s10340-014-0629-8.pdf,
"côte-nord region, quebec",50.2109579,-66.3790642,1976,1,No identified sources,s10340-014-0629-8.pdf,
