area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"parc des laurentides, quebec, canada",46.5524071,-75.4968899,1972,1,aerial defoliation survey,14342.pdf,
"parc des laurentides, quebec, canada",46.5524071,-75.4968899,1973,1,aerial defoliation survey,14342.pdf,
"parc des laurentides, quebec, canada",46.5524071,-75.4968899,1974,1,aerial defoliation survey,14342.pdf,
"parc des laurentides, quebec, canada",46.5524071,-75.4968899,1975,1,aerial defoliation survey,14342.pdf,
"parc des laurentides, quebec, canada",46.5524071,-75.4968899,1976,1,aerial defoliation survey,14342.pdf,
"parc des laurentides, quebec, canada",46.5524071,-75.4968899,1977,1,aerial defoliation survey,14342.pdf,
"parc des laurentides, quebec, canada",46.5524071,-75.4968899,1978,1,aerial defoliation survey,14342.pdf,
"parc des laurentides, quebec, canada",46.5524071,-75.4968899,1979,1,aerial defoliation survey,14342.pdf,
"parc des laurentides, quebec, canada",46.5524071,-75.4968899,1979,1,aerial defoliation survey,14342.pdf,
laurentian park region of quebec,46.1137385,-74.4804645,1980,1,aerial defoliation survey | personal communication with the department of lands and forest representative,14348.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1975,1,aerial defoliation survey,14358.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1976,1,aerial defoliation survey,14358.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1977,1,aerial defoliation survey,14358.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1978,1,aerial defoliation survey,14358.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1979,1,aerial defoliation survey,14358.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1980,1,aerial defoliation survey,14358.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1981,1,aerial defoliation survey,14358.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1982,1,aerial defoliation survey,14358.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1983,1,aerial defoliation survey,14358.pdf,
"laurentian reserve, quebec, canada",46.5524071,-75.4968899,1983,1,aerial defoliation survey,14358.pdf,
"laurentides region of quebec, canada",46.11588,-74.5891426,1983,1,No identified sources,14359.pdf,
"quebec, canada",48.1023356,-77.7875715,1910,1,No identified sources,14366.pdf,
"quebec, canada",48.1023356,-77.7875715,1940,1,No identified sources,14366.pdf,
"quebec, canada",48.1023356,-77.7875715,1967,1,No identified sources,14366.pdf,
"outaouais river basin, quebec, canada",45.4277659,-75.710976,1979,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1940,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1941,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1942,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1943,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1944,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1945,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1946,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1947,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1948,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1949,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1950,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1951,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1952,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1953,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1954,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1955,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1956,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1957,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1958,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1959,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1960,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1961,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1962,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1963,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1964,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1965,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1966,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1967,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1967,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1968,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1968,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1969,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1969,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1970,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1970,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1971,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1971,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1972,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1972,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1973,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1973,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1974,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1974,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1975,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1975,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1976,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1976,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1977,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1977,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1978,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1978,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1979,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1979,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1980,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1980,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1981,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1981,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1982,1,No identified sources,14369.pdf,
"quebec, canada",48.1023356,-77.7875715,1982,1,No identified sources,14369.pdf,
"anderson-seton lakes area, bridge river valley, lytton along kwoiek creek",50.2311317,-121.581601,1974,1,aerial defoliation survey,1439.pdf,
"between pavilion and fountain, fountain valley, botanie and skaist creeks, adams river north of adams lake",50.882952,-121.828152,1974,1,aerial defoliation survey,1439.pdf,
bridge river area,50.8231502,-122.1917111,1974,1,aerial defoliation survey,1439.pdf,
douglas-fir stands in the north thompson valley north of blue river,52.1081946,-119.3047543,1973,1,aerial defoliation survey,1439.pdf,
kamloops district,50.6758269,-120.339415,1974,1,aerial defoliation survey,1439.pdf,
localities south of kamloops lake and near jamieson creek,50.6758269,-120.339415,1974,1,aerial defoliation survey,1439.pdf,
okanagan valley,49.8879177,-119.495902,1973,1,aerial defoliation survey,1439.pdf,
"cariboo district, british columbia, canada",52.9794279,-122.493627,1974,1,aerial defoliation survey,1448.pdf,
fraser river from macalister to cottonwood canyon north of quesnel,52.9794279,-122.493627,1974,1,aerial defoliation survey,1448.pdf,
stuie on the western border of tweedsmuir park,52.3709708,-126.0679345,1973,1,aerial defoliation survey,1448.pdf,
upper lillooet river valley,50.693938,-121.9336912,1974,1,No identified sources,1483.pdf,
"vancouver district, british columbia, canada",49.2608724,-123.113952,1974,1,No identified sources,1483.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1946,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1947,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1948,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1949,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1949,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1950,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1951,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1952,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1953,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1954,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1955,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1963,1,No identified sources,15018.pdf,
"rivière cyriac, quebec, canada",48.1997352,-71.27147556706828,1969,1,No identified sources,15018.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1940,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1941,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1942,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1943,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1944,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1945,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1946,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1947,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1948,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1949,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1950,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1951,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1952,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1953,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1954,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1955,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1956,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1956,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1957,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1958,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1959,1,No identified sources,15328.pdf,
"métis seigniory of price brothers and co. ltd., 30 miles southeast of rimouski, quebec, canada",48.450155,-68.529968,1960,1,No identified sources,15328.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1945,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1946,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1947,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1948,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1949,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1950,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1951,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1952,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1953,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1954,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1955,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1956,1,No identified sources,15332.pdf,
"quebec district, quebec, canada",46.8137431,-71.2084061,1957,1,No identified sources,15332.pdf,
gaspe region,48.6146774,-66.066572550089,1948,1,aerial defoliation survey,15604.pdf,
gaspe region,48.6146774,-66.066572550089,1949,1,aerial defoliation survey,15604.pdf,
