area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
coniferous forest,53.201097,-105.748901,1972,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1973,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1974,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1975,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1976,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1977,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1978,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1979,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1980,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1981,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1982,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1983,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1984,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1985,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1986,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
coniferous forest,53.201097,-105.748901,1987,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1972,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1973,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1974,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1975,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1976,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1977,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1978,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1979,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1980,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1981,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1982,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1983,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1984,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1985,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1986,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
study area,56.7291997,-111.3885221,1987,1,dendrochronological samples from tree cores | aerial defoliation survey,bergeron_ecology_juin2000.pdf,
"quebec, canada",48.1023356,-77.7875715,1992,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,1993,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,1994,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,1995,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,1996,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,1997,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,1998,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,1999,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2000,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2001,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2002,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2003,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2004,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2005,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2006,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2007,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2008,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2008,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2009,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2010,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2010,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2011,1,No identified sources,Bourdier_Msc_F2012.pdf,
"quebec, canada",48.1023356,-77.7875715,2012,1,No identified sources,Bourdier_Msc_F2012.pdf,
"maine, usa",45.657728,-68.709869,1970,1,No identified sources,cjfr-2017-0012.pdf,
"maine, usa",45.657728,-68.709869,1971,1,No identified sources,cjfr-2017-0012.pdf,
"maine, usa",45.657728,-68.709869,1972,1,No identified sources,cjfr-2017-0012.pdf,
"maine, usa",45.657728,-68.709869,1973,1,No identified sources,cjfr-2017-0012.pdf,
