area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"manitouwadge, ontario, canada",49.121541,-85.8384058,1979,1,No identified sources,Effects of Spruce Budworm _Choristoneura fumiferana _Clem.__ Outbreaks on Boreal Mixed-Wood Bird Communities.pdf,
"manitouwadge, ontario, canada",49.121541,-85.8384058,1980,1,No identified sources,Effects of Spruce Budworm _Choristoneura fumiferana _Clem.__ Outbreaks on Boreal Mixed-Wood Bird Communities.pdf,
"manitouwadge, ontario, canada",49.121541,-85.8384058,1981,1,No identified sources,Effects of Spruce Budworm _Choristoneura fumiferana _Clem.__ Outbreaks on Boreal Mixed-Wood Bird Communities.pdf,
"manitouwadge, ontario, canada",49.121541,-85.8384058,1982,1,No identified sources,Effects of Spruce Budworm _Choristoneura fumiferana _Clem.__ Outbreaks on Boreal Mixed-Wood Bird Communities.pdf,
"manitouwadge, ontario, canada",49.121541,-85.8384058,1983,1,No identified sources,Effects of Spruce Budworm _Choristoneura fumiferana _Clem.__ Outbreaks on Boreal Mixed-Wood Bird Communities.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1985,1,No identified sources,Effects of stand and site characteristics on susceptibility and vulnerability of balsam fir and spruce to spruce budworm in New Brunswick.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1986,1,No identified sources,Effects of stand and site characteristics on susceptibility and vulnerability of balsam fir and spruce to spruce budworm in New Brunswick.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1987,1,No identified sources,Effects of stand and site characteristics on susceptibility and vulnerability of balsam fir and spruce to spruce budworm in New Brunswick.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1988,1,No identified sources,Effects of stand and site characteristics on susceptibility and vulnerability of balsam fir and spruce to spruce budworm in New Brunswick.pdf,
"north-central new brunswick, canada",47.032695,-65.494995,1987,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"north-central new brunswick, canada",47.032695,-65.494995,1988,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"north-central new brunswick, canada",47.032695,-65.494995,1989,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"north-central new brunswick, canada",47.032695,-65.494995,1990,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1973,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1974,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1975,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1976,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1977,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"northern new brunswick, canada",47.364409,-68.328094,1978,1,No identified sources,Effects of surrounding forest and site conditions on growth reduction of balsam fir and spruce caused by spruce budworm defoliation.pdf,
"sault ste. marie, on, canada",46.52391,-84.320068,1991,1,aerial defoliation survey,Efficacy of RH5992_ a new insect growth regulator against spruce budworm _Lepidoptera_ Tortricidae_ in a boreal forest.pdf,
"sault ste. marie, on, canada",46.52391,-84.320068,1992,1,aerial defoliation survey,Efficacy of RH5992_ a new insect growth regulator against spruce budworm _Lepidoptera_ Tortricidae_ in a boreal forest.pdf,
"besnard l., sask. (saskatchewan)",52.291553,-106.6368679,1965,1,No identified sources,Environmental and genetic effects on mean egg weight in spruce budworm _Lepidoptera_ Tortricidae_.pdf,
"besnard l., sask. (saskatchewan)",52.291553,-106.6368679,1966,1,No identified sources,Environmental and genetic effects on mean egg weight in spruce budworm _Lepidoptera_ Tortricidae_.pdf,
