area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"kedgewick lake area, quebec, canada",47.6463746,-67.3468372,1960,1,No identified sources,Control of spruce budworm_ current and future strategies.pdf,
"kedgewick lake area, quebec, canada",47.6463746,-67.3468372,1961,1,No identified sources,Control of spruce budworm_ current and future strategies.pdf,
"kedgewick lake area, quebec, canada",47.6463746,-67.3468372,1962,1,No identified sources,Control of spruce budworm_ current and future strategies.pdf,
"terra nova national park (tnnp), newfoundland, canada",48.6740048,-54.0341421,1990,1,aerial defoliation survey | personal communication with the department of lands and forest representative,Cumulative effects of spruce budworm and moose herbivory on boreal forest ecosystems.pdf,
black brook,44.458535,-73.742638,1970,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1971,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1972,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1973,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1974,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1975,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1976,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1977,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1978,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1979,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1980,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1981,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1982,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1983,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1984,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
black brook,44.458535,-73.742638,1985,1,No identified sources,Death and deterioration of balsam fir weakened by spruce budworm defoliation in Ontario.pdf,
stand 1,56.7291997,-111.3885221,1980,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 2,56.7291997,-111.3885221,1944,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 3,56.7291997,-111.3885221,1910,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 3,56.7291997,-111.3885221,1944,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1815,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1816,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1817,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1818,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1819,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1820,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1821,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1822,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1823,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1824,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1825,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1826,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1827,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1828,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1829,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1830,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1831,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
stand 4,56.7291997,-111.3885221,1832,1,dendrochronological samples from tree cores | aerial defoliation survey,Demography and spatial dynamics in balsam fir stands after a spruce budworm outbreak.pdf,
