area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"eastern quebec, canada",54.8005133,-66.820626,1900,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1901,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1902,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1903,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1904,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1905,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1906,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1907,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1908,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1909,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1950,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1951,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1952,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1953,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1954,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1955,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1956,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1957,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1958,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1959,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1990,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1991,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1992,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1993,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1994,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
"eastern quebec, canada",54.8005133,-66.820626,1995,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf,
