area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"state of maine, usa",45.657728,-68.709869,1975,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1976,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1977,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1978,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1979,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1980,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1981,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1982,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1983,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1984,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1985,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1986,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
"state of maine, usa",45.657728,-68.709869,1987,1,No identified sources,__-ground carbon stock in merchantable trees not reduced between cycles of spruce budworm outbreaks due to changing species composition in spruce-fir forests of__.pdf,
