area,latitude,longitude,year,outbreak
central ontario to the maritimes,44.1633264,-77.3852556,1940,yes
central ontario to the maritimes,44.1633264,-77.3852556,1941,yes
central ontario to the maritimes,44.1633264,-77.3852556,1942,yes
central ontario to the maritimes,44.1633264,-77.3852556,1943,yes
central ontario to the maritimes,44.1633264,-77.3852556,1944,yes
central ontario to the maritimes,44.1633264,-77.3852556,1945,yes
central ontario to the maritimes,44.1633264,-77.3852556,1946,yes
central ontario to the maritimes,44.1633264,-77.3852556,1947,yes
central ontario to the maritimes,44.1633264,-77.3852556,1948,yes
central ontario to the maritimes,44.1633264,-77.3852556,1949,yes
central ontario to the maritimes,44.1633264,-77.3852556,1950,yes
central ontario to the maritimes,44.1633264,-77.3852556,1951,yes
central ontario to the maritimes,44.1633264,-77.3852556,1952,yes
central ontario to the maritimes,44.1633264,-77.3852556,1953,yes
central ontario to the maritimes,44.1633264,-77.3852556,1954,yes
central ontario to the maritimes,44.1633264,-77.3852556,1955,yes
central ontario to the maritimes,44.1633264,-77.3852556,1956,yes
central ontario to the maritimes,44.1633264,-77.3852556,1957,yes
central ontario to the maritimes,44.1633264,-77.3852556,1958,yes
central ontario to the maritimes,44.1633264,-77.3852556,1959,yes
central ontario to the maritimes,44.1633264,-77.3852556,1960,yes
central ontario to the maritimes,44.1633264,-77.3852556,1961,yes
central ontario to the maritimes,44.1633264,-77.3852556,1962,yes
central ontario to the maritimes,44.1633264,-77.3852556,1963,yes
central ontario to the maritimes,44.1633264,-77.3852556,1964,yes
central ontario to the maritimes,44.1633264,-77.3852556,1965,yes
central ontario to the maritimes,44.1633264,-77.3852556,1966,yes
central ontario to the maritimes,44.1633264,-77.3852556,1967,yes
