area,latitude,longitude,year,outbreak
sioux lookout,50.11345465,-92.19624322619077,1867,yes
sioux lookout,50.11345465,-92.19624322619077,1868,yes
sioux lookout,50.11345465,-92.19624322619077,1869,yes
sioux lookout,50.11345465,-92.19624322619077,1870,yes
sioux lookout,50.11345465,-92.19624322619077,1871,yes
northwestern ontario,49.809661,-88.4811791,1862,yes
northwestern ontario,49.809661,-88.4811791,1863,yes
northwestern ontario,49.809661,-88.4811791,1864,yes
northwestern ontario,49.809661,-88.4811791,1870,yes
northwestern ontario,49.809661,-88.4811791,1871,yes
