area,latitude,longitude,year,outbreak
southern quebec,45.5031824,-73.5698065,1708,yes
southern quebec,45.5031824,-73.5698065,1709,yes
southern quebec,45.5031824,-73.5698065,1710,yes
southern quebec,45.5031824,-73.5698065,1711,yes
southern quebec,45.5031824,-73.5698065,1712,yes
southern quebec,45.5031824,-73.5698065,1713,yes
southern quebec,45.5031824,-73.5698065,1714,yes
southern quebec,45.5031824,-73.5698065,1715,yes
southern quebec,45.5031824,-73.5698065,1716,yes
southern quebec,45.5031824,-73.5698065,1717,yes
southern quebec,45.5031824,-73.5698065,1664,yes
southern quebec,45.5031824,-73.5698065,1665,yes
southern quebec,45.5031824,-73.5698065,1666,yes
southern quebec,45.5031824,-73.5698065,1667,yes
southern quebec,45.5031824,-73.5698065,1668,yes
southern quebec,45.5031824,-73.5698065,1669,yes
southern quebec,45.5031824,-73.5698065,1670,yes
southern quebec,45.5031824,-73.5698065,1630,yes
southern quebec,45.5031824,-73.5698065,1631,yes
southern quebec,45.5031824,-73.5698065,1632,yes
southern quebec,45.5031824,-73.5698065,1633,yes
southern quebec,45.5031824,-73.5698065,1634,yes
southern quebec,45.5031824,-73.5698065,1635,yes
southern quebec,45.5031824,-73.5698065,1636,yes
southern quebec,45.5031824,-73.5698065,1637,yes
southern quebec,45.5031824,-73.5698065,1638,yes
southern quebec,45.5031824,-73.5698065,1647,yes
southern quebec,45.5031824,-73.5698065,1648,yes
southern quebec,45.5031824,-73.5698065,1649,yes
southern quebec,45.5031824,-73.5698065,1650,yes
southern quebec,45.5031824,-73.5698065,1651,yes
southern quebec,45.5031824,-73.5698065,1652,yes
southern quebec,45.5031824,-73.5698065,1653,yes
southern quebec,45.5031824,-73.5698065,1654,yes
southern quebec,45.5031824,-73.5698065,1655,yes
southern quebec,45.5031824,-73.5698065,1656,yes
southern quebec,45.5031824,-73.5698065,1657,yes
southern quebec,45.5031824,-73.5698065,1658,yes
southern quebec,45.5031824,-73.5698065,1659,yes
southern quebec,45.5031824,-73.5698065,1606,yes
southern quebec,45.5031824,-73.5698065,1607,yes
southern quebec,45.5031824,-73.5698065,1608,yes
southern quebec,45.5031824,-73.5698065,1609,yes
southern quebec,45.5031824,-73.5698065,1610,yes
southern quebec,45.5031824,-73.5698065,1611,yes
southern quebec,45.5031824,-73.5698065,1612,yes
southern quebec,45.5031824,-73.5698065,1613,yes
southern quebec,45.5031824,-73.5698065,1614,yes
southern quebec,45.5031824,-73.5698065,1615,yes
southern quebec,45.5031824,-73.5698065,1616,yes
southern quebec,45.5031824,-73.5698065,1617,yes
southern quebec,45.5031824,-73.5698065,1564,yes
southern quebec,45.5031824,-73.5698065,1565,yes
southern quebec,45.5031824,-73.5698065,1566,yes
southern quebec,45.5031824,-73.5698065,1567,yes
southern quebec,45.5031824,-73.5698065,1568,yes
southern quebec,45.5031824,-73.5698065,1569,yes
southern quebec,45.5031824,-73.5698065,1570,yes
southern quebec,45.5031824,-73.5698065,1571,yes
southern quebec,45.5031824,-73.5698065,1572,yes
southern quebec,45.5031824,-73.5698065,1573,yes
southern quebec,45.5031824,-73.5698065,1574,yes
southern quebec,45.5031824,-73.5698065,1575,yes
southern quebec,45.5031824,-73.5698065,1576,yes
southern quebec,45.5031824,-73.5698065,1577,yes
southern quebec,45.5031824,-73.5698065,1578,yes
