area,latitude,longitude,year,outbreak
sioux lookout,50.11345465,-92.19624322619077,1850,yes
sioux lookout,50.11345465,-92.19624322619077,1851,yes
sioux lookout,50.11345465,-92.19624322619077,1852,yes
sioux lookout,50.11345465,-92.19624322619077,1853,yes
sioux lookout,50.11345465,-92.19624322619077,1854,yes
sioux lookout,50.11345465,-92.19624322619077,1855,yes
sioux lookout,50.11345465,-92.19624322619077,1856,yes
sioux lookout,50.11345465,-92.19624322619077,1857,yes
sioux lookout,50.11345465,-92.19624322619077,1858,yes
sioux lookout,50.11345465,-92.19624322619077,1859,yes
sioux lookout,50.11345465,-92.19624322619077,1860,yes
sioux lookout,50.11345465,-92.19624322619077,1861,yes
sioux lookout,50.11345465,-92.19624322619077,1862,yes
sioux lookout,50.11345465,-92.19624322619077,1863,yes
sioux lookout,50.11345465,-92.19624322619077,1864,yes
sioux lookout,50.11345465,-92.19624322619077,1865,yes
sioux lookout,50.11345465,-92.19624322619077,1866,yes
sioux lookout,50.11345465,-92.19624322619077,1867,yes
sioux lookout,50.11345465,-92.19624322619077,1868,yes
sioux lookout,50.11345465,-92.19624322619077,1869,yes
sioux lookout,50.11345465,-92.19624322619077,1870,yes
sioux lookout,50.11345465,-92.19624322619077,1871,yes
sioux lookout,50.11345465,-92.19624322619077,1872,yes
sioux lookout,50.11345465,-92.19624322619077,1873,yes
sioux lookout,50.11345465,-92.19624322619077,1874,yes
sioux lookout,50.11345465,-92.19624322619077,1875,yes
sioux lookout,50.11345465,-92.19624322619077,1876,yes
sioux lookout,50.11345465,-92.19624322619077,1877,yes
sioux lookout,50.11345465,-92.19624322619077,1878,yes
sioux lookout,50.11345465,-92.19624322619077,1879,yes
sioux lookout,50.11345465,-92.19624322619077,1880,yes
sioux lookout,50.11345465,-92.19624322619077,1881,yes
sioux lookout,50.11345465,-92.19624322619077,1882,yes
sioux lookout,50.11345465,-92.19624322619077,1883,yes
sioux lookout,50.11345465,-92.19624322619077,1884,yes
sioux lookout,50.11345465,-92.19624322619077,1885,yes
northwestern ontario,49.785698,-92.835846,1862,yes
northwestern ontario,49.785698,-92.835846,1863,yes
northwestern ontario,49.785698,-92.835846,1864,yes
northwestern ontario,49.785698,-92.835846,1865,yes
northwestern ontario,49.785698,-92.835846,1866,yes
northwestern ontario,49.785698,-92.835846,1867,yes
northwestern ontario,49.785698,-92.835846,1868,yes
northwestern ontario,49.785698,-92.835846,1869,yes
northwestern ontario,49.785698,-92.835846,1870,yes
northwestern ontario,49.785698,-92.835846,1871,yes
