area,latitude,longitude,year,outbreak
eastern quebec,48.6146774,-66.066572550089,1905,yes
eastern quebec,48.6146774,-66.066572550089,1906,yes
eastern quebec,48.6146774,-66.066572550089,1907,yes
eastern quebec,48.6146774,-66.066572550089,1908,yes
eastern quebec,48.6146774,-66.066572550089,1909,yes
eastern quebec,48.6146774,-66.066572550089,1910,yes
eastern quebec,48.6146774,-66.066572550089,1911,yes
eastern quebec,48.6146774,-66.066572550089,1912,yes
eastern quebec,48.6146774,-66.066572550089,1913,yes
eastern quebec,48.6146774,-66.066572550089,1914,yes
eastern quebec,48.6146774,-66.066572550089,1915,yes
eastern quebec,48.6146774,-66.066572550089,1916,yes
eastern quebec,48.6146774,-66.066572550089,1917,yes
eastern quebec,48.6146774,-66.066572550089,1918,yes
eastern quebec,48.6146774,-66.066572550089,1919,yes
eastern quebec,48.6146774,-66.066572550089,1920,yes
eastern quebec,48.6146774,-66.066572550089,1921,yes
eastern quebec,48.6146774,-66.066572550089,1922,yes
eastern quebec,48.6146774,-66.066572550089,1923,yes
eastern quebec,48.6146774,-66.066572550089,1924,yes
eastern quebec,48.6146774,-66.066572550089,1925,yes
eastern quebec,48.6146774,-66.066572550089,1926,yes
eastern quebec,48.6146774,-66.066572550089,1927,yes
eastern quebec,48.6146774,-66.066572550089,1928,yes
eastern quebec,48.6146774,-66.066572550089,1929,yes
eastern quebec,48.6146774,-66.066572550089,1930,yes
northern quebec,58.1066864,-68.4038778,1905,no
northern quebec,58.1066864,-68.4038778,1906,no
northern quebec,58.1066864,-68.4038778,1907,no
northern quebec,58.1066864,-68.4038778,1908,no
northern quebec,58.1066864,-68.4038778,1909,no
northern quebec,58.1066864,-68.4038778,1910,no
northern quebec,58.1066864,-68.4038778,1911,no
northern quebec,58.1066864,-68.4038778,1912,no
northern quebec,58.1066864,-68.4038778,1913,no
northern quebec,58.1066864,-68.4038778,1914,no
northern quebec,58.1066864,-68.4038778,1915,no
northern quebec,58.1066864,-68.4038778,1916,no
northern quebec,58.1066864,-68.4038778,1917,no
northern quebec,58.1066864,-68.4038778,1918,no
northern quebec,58.1066864,-68.4038778,1919,no
northern quebec,58.1066864,-68.4038778,1920,no
northern quebec,58.1066864,-68.4038778,1921,no
northern quebec,58.1066864,-68.4038778,1922,no
northern quebec,58.1066864,-68.4038778,1923,no
northern quebec,58.1066864,-68.4038778,1924,no
northern quebec,58.1066864,-68.4038778,1925,no
northern quebec,58.1066864,-68.4038778,1926,no
northern quebec,58.1066864,-68.4038778,1927,no
northern quebec,58.1066864,-68.4038778,1928,no
northern quebec,58.1066864,-68.4038778,1929,no
northern quebec,58.1066864,-68.4038778,1930,no
central southern quebec,45.8864303,-72.5018764,1905,no
central southern quebec,45.8864303,-72.5018764,1906,no
central southern quebec,45.8864303,-72.5018764,1907,no
central southern quebec,45.8864303,-72.5018764,1908,no
central southern quebec,45.8864303,-72.5018764,1909,no
central southern quebec,45.8864303,-72.5018764,1910,no
central southern quebec,45.8864303,-72.5018764,1911,no
central southern quebec,45.8864303,-72.5018764,1912,no
central southern quebec,45.8864303,-72.5018764,1913,no
central southern quebec,45.8864303,-72.5018764,1914,no
central southern quebec,45.8864303,-72.5018764,1915,no
central southern quebec,45.8864303,-72.5018764,1916,no
central southern quebec,45.8864303,-72.5018764,1917,no
central southern quebec,45.8864303,-72.5018764,1918,no
central southern quebec,45.8864303,-72.5018764,1919,no
central southern quebec,45.8864303,-72.5018764,1920,no
central southern quebec,45.8864303,-72.5018764,1921,no
central southern quebec,45.8864303,-72.5018764,1922,no
central southern quebec,45.8864303,-72.5018764,1923,no
central southern quebec,45.8864303,-72.5018764,1924,no
central southern quebec,45.8864303,-72.5018764,1925,no
central southern quebec,45.8864303,-72.5018764,1926,no
central southern quebec,45.8864303,-72.5018764,1927,no
central southern quebec,45.8864303,-72.5018764,1928,no
central southern quebec,45.8864303,-72.5018764,1929,no
central southern quebec,45.8864303,-72.5018764,1930,no
eastern quebec,48.6146774,-66.066572550089,1935,no
eastern quebec,48.6146774,-66.066572550089,1936,no
eastern quebec,48.6146774,-66.066572550089,1937,no
eastern quebec,48.6146774,-66.066572550089,1938,no
eastern quebec,48.6146774,-66.066572550089,1939,no
eastern quebec,48.6146774,-66.066572550089,1940,no
eastern quebec,48.6146774,-66.066572550089,1941,no
eastern quebec,48.6146774,-66.066572550089,1942,no
eastern quebec,48.6146774,-66.066572550089,1943,no
eastern quebec,48.6146774,-66.066572550089,1944,no
eastern quebec,48.6146774,-66.066572550089,1945,no
eastern quebec,48.6146774,-66.066572550089,1946,no
eastern quebec,48.6146774,-66.066572550089,1947,no
eastern quebec,48.6146774,-66.066572550089,1948,no
eastern quebec,48.6146774,-66.066572550089,1949,no
eastern quebec,48.6146774,-66.066572550089,1950,no
eastern quebec,48.6146774,-66.066572550089,1951,no
eastern quebec,48.6146774,-66.066572550089,1952,no
eastern quebec,48.6146774,-66.066572550089,1953,no
eastern quebec,48.6146774,-66.066572550089,1954,no
eastern quebec,48.6146774,-66.066572550089,1955,no
eastern quebec,48.6146774,-66.066572550089,1956,no
eastern quebec,48.6146774,-66.066572550089,1957,no
eastern quebec,48.6146774,-66.066572550089,1958,no
eastern quebec,48.6146774,-66.066572550089,1959,no
eastern quebec,48.6146774,-66.066572550089,1960,no
eastern quebec,48.6146774,-66.066572550089,1961,no
eastern quebec,48.6146774,-66.066572550089,1962,no
eastern quebec,48.6146774,-66.066572550089,1963,no
eastern quebec,48.6146774,-66.066572550089,1964,no
eastern quebec,48.6146774,-66.066572550089,1965,no
northern quebec,58.1066864,-68.4038778,1935,no
northern quebec,58.1066864,-68.4038778,1936,no
northern quebec,58.1066864,-68.4038778,1937,no
northern quebec,58.1066864,-68.4038778,1938,no
northern quebec,58.1066864,-68.4038778,1939,no
northern quebec,58.1066864,-68.4038778,1940,no
northern quebec,58.1066864,-68.4038778,1941,no
northern quebec,58.1066864,-68.4038778,1942,no
northern quebec,58.1066864,-68.4038778,1943,no
northern quebec,58.1066864,-68.4038778,1944,no
northern quebec,58.1066864,-68.4038778,1945,no
northern quebec,58.1066864,-68.4038778,1946,no
northern quebec,58.1066864,-68.4038778,1947,no
northern quebec,58.1066864,-68.4038778,1948,no
northern quebec,58.1066864,-68.4038778,1949,no
northern quebec,58.1066864,-68.4038778,1950,no
northern quebec,58.1066864,-68.4038778,1951,no
northern quebec,58.1066864,-68.4038778,1952,no
northern quebec,58.1066864,-68.4038778,1953,no
northern quebec,58.1066864,-68.4038778,1954,no
northern quebec,58.1066864,-68.4038778,1955,no
northern quebec,58.1066864,-68.4038778,1956,no
northern quebec,58.1066864,-68.4038778,1957,no
northern quebec,58.1066864,-68.4038778,1958,no
northern quebec,58.1066864,-68.4038778,1959,no
northern quebec,58.1066864,-68.4038778,1960,no
northern quebec,58.1066864,-68.4038778,1961,no
northern quebec,58.1066864,-68.4038778,1962,no
northern quebec,58.1066864,-68.4038778,1963,no
northern quebec,58.1066864,-68.4038778,1964,no
northern quebec,58.1066864,-68.4038778,1965,no
central southern quebec,45.8864303,-72.5018764,1935,no
central southern quebec,45.8864303,-72.5018764,1936,no
central southern quebec,45.8864303,-72.5018764,1937,no
central southern quebec,45.8864303,-72.5018764,1938,no
central southern quebec,45.8864303,-72.5018764,1939,no
central southern quebec,45.8864303,-72.5018764,1940,no
central southern quebec,45.8864303,-72.5018764,1941,no
central southern quebec,45.8864303,-72.5018764,1942,no
central southern quebec,45.8864303,-72.5018764,1943,no
central southern quebec,45.8864303,-72.5018764,1944,no
central southern quebec,45.8864303,-72.5018764,1945,no
central southern quebec,45.8864303,-72.5018764,1946,no
central southern quebec,45.8864303,-72.5018764,1947,no
central southern quebec,45.8864303,-72.5018764,1948,no
central southern quebec,45.8864303,-72.5018764,1949,no
central southern quebec,45.8864303,-72.5018764,1950,no
central southern quebec,45.8864303,-72.5018764,1951,no
central southern quebec,45.8864303,-72.5018764,1952,no
central southern quebec,45.8864303,-72.5018764,1953,no
central southern quebec,45.8864303,-72.5018764,1954,no
central southern quebec,45.8864303,-72.5018764,1955,no
central southern quebec,45.8864303,-72.5018764,1956,no
central southern quebec,45.8864303,-72.5018764,1957,no
central southern quebec,45.8864303,-72.5018764,1958,no
central southern quebec,45.8864303,-72.5018764,1959,no
central southern quebec,45.8864303,-72.5018764,1960,no
central southern quebec,45.8864303,-72.5018764,1961,no
central southern quebec,45.8864303,-72.5018764,1962,no
central southern quebec,45.8864303,-72.5018764,1963,no
central southern quebec,45.8864303,-72.5018764,1964,no
central southern quebec,45.8864303,-72.5018764,1965,no
eastern quebec,48.6146774,-66.066572550089,1968,no
eastern quebec,48.6146774,-66.066572550089,1969,no
eastern quebec,48.6146774,-66.066572550089,1970,no
eastern quebec,48.6146774,-66.066572550089,1971,no
eastern quebec,48.6146774,-66.066572550089,1972,no
