area,latitude,longitude,year,outbreak
sioux lookout area,50.11345465,-92.19624322619077,1865,yes
sioux lookout area,50.11345465,-92.19624322619077,1866,yes
sioux lookout area,50.11345465,-92.19624322619077,1867,yes
sioux lookout area,50.11345465,-92.19624322619077,1868,yes
sioux lookout area,50.11345465,-92.19624322619077,1869,yes
sioux lookout area,50.11345465,-92.19624322619077,1870,yes
sioux lookout area,50.11345465,-92.19624322619077,1871,yes
sioux lookout area,50.11345465,-92.19624322619077,1872,yes
sioux lookout area,50.11345465,-92.19624322619077,1873,yes
sioux lookout area,50.11345465,-92.19624322619077,1874,yes
